games,discipline_raw,venue,date,start,end,event_raw,session_code
Paris 2024,Boxing,North Paris Arena*,2024-07-31,15:30:00,18:10:00,Men's 57kg Round of 16 Bout 5 / Men's 57kg Round of 16 Bout 6 / Men's 57kg Round of 16 Bout 7 / Men's 71kg Round of 16 Bout 7 / Men's 71kg Round of 16 Bout 8 / Men's 71kg Round of 16 Bout 9 / Women's 75kg Round of 16 Bout 5 / Women's 75kg Round of 16 Bout 6 / Women's 60kg Quarterfinal Bout 16 / Women's 60kg Quarterfinal Bout 17,BOX13
Paris 2024,Boxing,North Paris Arena*,2024-07-31,20:00:00,22:25:00,Men's 57kg Round of 16 Bout 8 / Men's 57kg Round of 16 Bout 9 / Men's 57kg Round of 16 Bout 10 / Men's 71kg Round of 16 Bout 10 / Men's 71kg Round of 16 Bout 11 / Men's 71kg Round of 16 Bout 12 / Women's 75kg Round of 16 Bout 9 / Women's 75kg Round of 16 Bout 10 / Women's 60kg Quarterfinal Bout 18,BOX14
Paris 2024,Boxing,North Paris Arena*,2024-08-01,11:00:00,13:25:00,Women's 50kg Round of 16 Bout 7 / Women's 50kg Round of 16 Bout 8 / Women's 50kg Round of 16 Bout 9 / Women's 66kg Round of 16 Bout 5 / Women's 66kg Round of 16 Bout 6 / Women's 66kg Round of 16 Bout 7 / Women's 54kg Quarterfinal Bout 15 / Men's 63.5kg Quarterfinal Bout 13 / Men's 92 kg Quarterfinal Bout 9,BOX15
Paris 2024,Boxing,North Paris Arena*,2024-08-01,15:30:00,18:10:00,Women's 50kg Round of 16 Bout 10 / Women's 50kg Round of 16 Bout 11 / Women's 50kg Round of 16 Bout 12 / Women's 66kg Round of 16 Bout 8 / Women's 66kg Round of 16 Bout 9 / Women's 66kg Round of 16 Bout 10 / Women's 54kg Quarterfinal Bout 16 / Women's 54kg Quarterfinal Bout 17 / Men's 63.5kg Quarterfinal Bout 14 / Men's 92 kg Quarterfinal Bout 10,BOX16
Paris 2024,Boxing,North Paris Arena*,2024-08-01,20:00:00,22:25:00,Women's 50kg Round of 16 Bout 13 / Women's 50kg Round of 16 Bout 14 / Women's 66kg Round of 16 Bout 11 / Women's 66kg Round of 16 Bout 12 / Women's 54kg Quarterfinal Bout 18 / Men's 63.5kg Quarterfinal Bout 15 / Men's 63.5kg Quarterfinal Bout 16 / Men's 92 kg Quarterfinal Bout 11 / Men's 92 kg Quarterfinal Bout 12,BOX17
Paris 2024,Boxing,North Paris Arena,2024-08-02,15:30:00,18:10:00,Women's 57kg Round of 16 Bout 7 / Women's 57kg Round of 16 Bout 8 / Women's 57kg Round of 16 Bout 9 / Women's 57kg Round of 16 Bout 10 / Men's 51 kg Quarterfinal Bout 9 / Men's 51 kg Quarterfinal Bout 10 / Men's 80 kg Quarterfinal Bout 11 / Men's 80 kg Quarterfinal Bout 12 / Men's +92 kg Quarterfinal Bout 9 / Men's +92 kg Quarterfinal Bout 10,BOX18
Paris 2024,Boxing,North Paris Arena,2024-08-02,20:00:00,22:40:00,Women's 57kg Round of 16 Bout 11 / Women's 57kg Round of 16 Bout 12 / Women's 57kg Round of 16 Bout 13 / Women's 57kg Round of 16 Bout 14 / Men's 51 kg Quarterfinal Bout 11 / Men's 51 kg Quarterfinal Bout 12 / Men's 80 kg Quarterfinal Bout 13 / Men's 80 kg Quarterfinal Bout 14 / Men's +92 kg Quarterfinal Bout 11 / Men's +92 kg Quarterfinal Bout 12,BOX19
Paris 2024,Boxing,North Paris Arena,2024-08-03,15:30:00,17:55:00,Men's 57 kg Quarterfinal Bout 11 / Men's 57 kg Quarterfinal Bout 12 / Men's 71 kg Quarterfinal Bout 13 / Men's 71 kg Quarterfinal Bout 14 / Women's 50kg Quarterfinal Bout 15 / Women's 50kg Quarterfinal Bout 16 / Women's 66 kg Quarterfinal Bout 13 / Women's 66 kg Quarterfinal Bout 14 / Women's 60 kg Semifinal Bout 19,BOX20
Paris 2024,Boxing,North Paris Arena*,2024-08-03,20:00:00,22:25:00,Men's 57 kg Quarterfinal Bout 13 / Men's 57 kg Quarterfinal Bout 14 / Men's 71 kg Quarterfinal Bout 15 / Men's 71 kg Quarterfinal Bout 16 / Women's 50kg Quarterfinal Bout 17 / Women's 50kg Quarterfinal Bout 18 / Women's 66 kg Quarterfinal Bout 15 / Women's 66 kg Quarterfinal Bout 16 / Women's 60 kg Semifinal Bout 20,BOX21
Paris 2024,Boxing,North Paris Arena,2024-08-04,11:00:00,13:25:00,"Women's 57kg Quarterfinal Bout 15 / Women's 57kg Quarterfinal Bout 16 / Women's 75kg Quarter final Bout 9 / Women's 75kg Quarter final Bout 10 / Women's 54kg Semifinal Bout 19 / Men's 51 kg Semi final Bout 13 / Men's 63,5 kg Semi final Bout 17 / Men's 80kg Semi final Bout 15 / Men's 92 kg Semi final Bout 13",BOX22
Paris 2024,Boxing,North Paris Arena,2024-08-04,15:30:00,17:55:00,"Women's 57kg Quarterfinal Bout 17 / Women's 57kg Quarterfinal Bout 18 / Women's 75kg Quarter final Bout 11 / Women's 75kg Quarter final Bout 12 / Women's 54kg Semifinal Bout 20 / Men's 51 kg Semi final Bout 14 / Men's 63,5 kg Semi final Bout 18 / Men's 80kg Semi final Bout 16 / Men's 92 kg Semi final Bout 14 / Session Box 24 Start: 21:30 End: 23:30 Roland-Garros Stadium - Philippe Chatrier / Men's 71kg Semifinal Bout 17 / Men's 71kg Semifinal Bout 18 / Women's 50 kg Semifinal Bout 19 / Women's 50 kg Semifinal Bout 20 / Women's 66 kg Semifinal Bout 17 / Women's 66 kg Semifinal Bout 18 / Women's 60 kg Final Bout 21 / Women's 60kg Victory Ceremony",BOX23
Paris 2024,Boxing,Roland-Garros Stadium - Philippe Chatrier,2024-08-07,21:30:00,23:30:00,"Women's 57 kg Semifinal Bout 19 / Women's 57 kg Semifinal Bout 20 / Men's +92 kg Semifinal Bout 13 / Men's +92 kg Semifinal Bout 14 / Men's 63,5 kg Final Bout 19 / Men's 80kg Final Bout 17 / Men's 63.5kg Victory Ceremony / Men's 80kg Victory Ceremony",BOX25
Paris 2024,Boxing,Roland-Garros Stadium - Philippe Chatrier,2024-08-08,21:30:00,23:30:00,Men's 57 kg Semifinal Bout 15 / Men's 57 kg Semifinal Bout 16 / Women's 75kg Semifinal Bout 13 / Women's 75kg Semifinal Bout 14 / Men's 51kg Final Bout 15 / Women's 54kg Final Bout 21 / Men's 51kg Victory Ceremony / Women's 54kg Victory Ceremony,BOX26
Paris 2024,Boxing,Roland-Garros Stadium - Philippe Chatrier,2024-08-09,21:30:00,23:30:00,Men's 71kg Final Bout 19 / Women's 50kg Final Bout 21 / Men's 71kg Victory Ceremony / Men's 92kg Final Bout 15 / Women's 50kg Victory Ceremony / Women's 66kg Final Bout 19 / Men's 92kg Victory Ceremony / Women's 66kg Victory Ceremony,BOX27
Paris 2024,Boxing,Roland-Garros Stadium - Philippe Chatrier,2024-08-10,21:30:00,23:30:00,Women's 57kg Final Bout 21 / Men's 57kg Final Bout 17 / Women's 57kg Victory Ceremony / Women's 75kg Final Bout 15 / Men's 57kg Victory Ceremony / Men's +92kg Final Bout 15 / Women's 75kg Victory Ceremony / Men's +92kg Victory Ceremony,BOX28
Paris 2024,Breaking,La Concorde 1,2024-08-09,16:00:00,18:00:00,"Women, Qualification",BKG01
Paris 2024,Breaking,La Concorde 1,2024-08-09,20:00:00,22:00:00,"Women, Final",BKG02
Paris 2024,Breaking,La Concorde 1,2024-08-10,16:00:00,18:00:00,"Men, Qualification",BKG03
Paris 2024,Breaking,La Concorde 1,2024-08-10,20:00:00,22:00:00,"Men, Final",BKG04
Paris 2024,Canoe Slalom,Vaires-sur-Marne Nautical Stadium - Whitewater,2024-07-27,15:00:00,19:10:00,Men's Canoe Heats / Women's Kayak Heats,CSL01
Paris 2024,Canoe Slalom,Vaires-sur-Marne Nautical Stadium - Whitewater,2024-07-28,15:30:00,18:50:00,Women's Kayak Semi-final / Women's Kayak Final,CSL02
Paris 2024,Canoe Slalom,Vaires-sur-Marne Nautical Stadium - Whitewater,2024-07-29,15:30:00,18:30:00,Men's Canoe Semi-final / Men's Canoe Final,CSL03
Paris 2024,Canoe Slalom,Vaires-sur-Marne Nautical Stadium - Whitewater,2024-07-30,15:00:00,19:10:00,Women's Canoe Heats / Men's Kayak Heats,CSL04
Paris 2024,Canoe Slalom,Vaires-sur-Marne Nautical Stadium - Whitewater,2024-07-31,15:30:00,18:30:00,Women's Canoe Semi-final / Women's Canoe Final,CSL05
Paris 2024,Canoe Slalom,Vaires-sur-Marne Nautical Stadium - Whitewater,2024-08-01,15:30:00,18:35:00,Men's Kayak Semi-final / Men's Kayak Final,CSL06
Paris 2024,Canoe Slalom,Vaires-sur-Marne Nautical Stadium - Whitewater,2024-08-03,15:30:00,19:15:00,Women's Kayak Cross Time trial / Men's Kayak Cross Time trial / Women's Kayak Cross Repechage 1 / Men's Kayak Cross Repechage 1 / Women's Kayak Cross Repechage 2 / Men's Kayak Cross Repechage 2,CSL07
Paris 2024,Canoe Slalom,Vaires-sur-Marne Nautical Stadium - Whitewater,2024-08-04,15:30:00,17:25:00,Men's Kayak Cross Heats / Women's Kayak Cross Heats,CSL08
Paris 2024,Canoe Slalom,Vaires-sur-Marne Nautical Stadium - Whitewater,2024-08-05,15:30:00,17:30:00,Women's Kayak Cross Quarter-finals / Men's Kayak Cross Quarter-finals / Women's Kayak Cross Semi-finals / Men's Kayak Cross Semi-finals / Women's Kayak Cross Small Final / Men's Kayak Cross Small Final / Women's Kayak Cross Final / Men's Kayak Cross Final,CSL09
Paris 2024,Canoe Sprint,Vaires-sur-Marne Nautical Stadium - Flatwater,2024-08-06,09:30:00,14:50:00,Women's Kayak Four 500m Heats / Men's Kayak Four 500m Heats / Men's Canoe Double 500m Heats / Women's Canoe Double 500m Heats / Women's Kayak Double 500m Heats / Men's Kayak Double 500m Heats / Men's Canoe Double 500m Quarterfinals / Women's Canoe Double 500m Quarterfinals / Women's Kayak Double 500m Quarterfinals / Men's Kayak Double 500m Quarterfinals,CSP01
Paris 2024,Canoe Sprint,Vaires-sur-Marne Nautical Stadium - Flatwater,2024-08-07,09:30:00,15:10:00,Women's Kayak Single 500m Heats / Men's Kayak Single 1000m Heats / Men's Canoe Single 1000m Heats / Women's Kayak Single 500m Quarterfinals / Men's Kayak Single 1000m Quarterfinals / Men's Canoe Single 1000m Quarterfinals,CSP02
Paris 2024,Canoe Sprint,Vaires-sur-Marne Nautical Stadium - Flatwater,2024-08-08,10:30:00,14:30:00,Women's Canoe Single 200m Heats / Men's Canoe Double 500m Semi-finals / Women's Kayak Four 500m Semi-finals / Men's Kayak Four 500m Semi-finals / Women's Canoe Single 200m Quarterfinals / Men's Canoe Double 500m Final B / Men's Canoe Double 500m Final A / Women's Kayak Four 500m Final A / Men's Kayak Four 500m Final A,CSP03
Paris 2024,Canoe Sprint,Vaires-sur-Marne Nautical Stadium - Flatwater,2024-08-09,10:30:00,14:40:00,Women's Canoe Double 500m Semi-finals / Women's Kayak Double 500m Semi-finals / Men's Kayak Double 500m Semi-finals / Men's Canoe Single 1000m Semi-finals / Women's Canoe Double 500m Final B / Women's Canoe Double 500m Final A / Women's Kayak Double 500m Final B / Women's Kayak Double 500m Final A / Men's Kayak Double 500m Final B / Men's Kayak Double 500m Final A / Men's Canoe Single 1000m Final B / Men's Canoe Single 1000m Final A,CSP04
Paris 2024,Canoe Sprint,Vaires-sur-Marne Nautical Stadium - Flatwater,2024-08-10,10:30:00,14:20:00,Women's Kayak Single 500m Semi-finals / Men's Kayak Single 1000m Semi-finals / Women's Canoe Single 200m Semi-finals / Women's Kayak Single 500m Final C / Women's Kayak Single 500m Final B / Women's Kayak Single 500m Final A / Men's Kayak Single 1000m Final B / Men's Kayak Single 1000m Final A / Women's Canoe Single 200m Final B / Women's Canoe Single 200m Final A,CSP05
Paris 2024,Sport Climbing,Le Bourget Sport Climbing venue,2024-08-05,10:00:00,14:00:00,Men's Boulder Semifinal / Women's Speed Qualification,CLB01
Paris 2024,Sport Climbing,Le Bourget Sport Climbing venue,2024-08-06,10:00:00,14:00:00,Women's Boulder Semifinal / Men's Speed Qualification,CLB02
Paris 2024,Sport Climbing,Le Bourget Sport Climbing venue,2024-08-07,10:00:00,13:15:00,Men's Lead Semifinal / Women's Speed Final,CLB03
Paris 2024,Sport Climbing,Le Bourget Sport Climbing venue,2024-08-08,10:00:00,13:15:00,Women's Lead Semifinal / Men's Speed Final,CLB04
Paris 2024,Sport Climbing,Le Bourget Sport Climbing venue,2024-08-09,10:15:00,13:20:00,Men's Boulder & Lead Final,CLB05
Paris 2024,Sport Climbing,Le Bourget Sport Climbing venue,2024-08-10,10:15:00,13:20:00,Women's Boulder & Lead Final,CLB06
Paris 2024,Cycling Road,Start Invalides - Finish Pont Alexandre III,2024-07-27,14:30:00,18:30:00,Women's Individual Time Trial / Men's Individual Time Trial,CRD01
Paris 2024,Cycling Road,Trocadéro,2024-08-03,11:00:00,18:15:00,Men's Road Race,CRD02
Paris 2024,Cycling Road,Trocadéro,2024-08-04,14:00:00,18:45:00,Women's Road Race,CRD03
Paris 2024,Cycling Track,Velodrome National,2024-08-05,17:00:00,20:20:00,Women's Team Sprint Qualifying / Men's Team Pursuit Qualifying / Women's Team Sprint First Round / Men's Team Sprint Qualifying / Women's Team Sprint Finals,CTR01
Paris 2024,Cycling Track,Velodrome National,2024-08-06,17:30:00,20:30:00,Women's Team Pursuit Qualifying / Men's Team Sprint First Round / Men's Team Pursuit First Round / Men's Team Sprint Finals,CTR02
Paris 2024,Cycling Track,Velodrome National,2024-08-07,12:45:00,15:45:00,Men's Sprint Qualifying / Women's Keirin First Round / Women's Team Pursuit First Round / Men's Sprint 1/32 Finals / Women's Keirin Repechages / Men's Sprint 1/32 Finals Repechages,CTR03
Paris 2024,Cycling Track,Velodrome National,2024-08-07,17:30:00,20:25:00,Men's Sprint 1/16 Finals / Men's Team Pursuit Finals / Men's Sprint 1/16 Finals Repechages / Women's Team Pursuit Finals / Men's Sprint 1/8 Finals / Men's Sprint 1/8 Finals Repechages,CTR04
Paris 2024,Cycling Track,Velodrome National,2024-08-08,17:00:00,20:25:00,Men's Omnium Scratch Race 1/4 / Women's Keirin Quarterfinals / Men's Omnium Tempo Race 2/4 / Men's Sprint Quarterfinals / Women's Keirin Semifinals / Men's Omnium Elimination Race 3/4 / Women's Keirin Final 7-12 / Women's Keirin Final 1-6 / Men's Omnium Points Race 4/4 / Men's Sprint Race for 5th-8th Places,CTR05
Paris 2024,Cycling Track,Velodrome National,2024-08-09,14:00:00,16:00:00,Women's Sprint Qualifying / Men's Sprint Semifinals / Women's Sprint 1/32 Finals / Women's Sprint 1/32 Finals Repechages,CTR06
Paris 2024,Cycling Track,Velodrome National,2024-08-09,18:00:00,20:15:00,Women's Madison Final / Women's Sprint 1/16 Finals / Men's Sprint Final / Women's Sprint 1/16 Finals Repechages,CTR07
Paris 2024,Cycling Track,Velodrome National,2024-08-10,17:00:00,20:20:00,Women's Sprint 1/8 Finals / Men's Keirin First Round / Women's Sprint 1/8 Finals Repechages / Men's Madison Final / Women's Sprint Quarterfinals / Men's Keirin Repechages,CTR08
Paris 2024,Cycling Track,Velodrome National,2024-08-11,11:00:00,14:40:00,Women's Omnium Scratch Race 1/4 / Women's Sprint Semifinals / Men's Keirin Quarterfinals / Women's Omnium Tempo Race 2/4 / Women's Sprint Semifinals - Decider / Women's Sprint Race for 5th-8th Places / Men's Keirin Semifinals / Women's Sprint Finals - Decider / Women's Omnium Elimination Race 3/4 / Men's Keirin Final 7-12 / Men's Keirin Final 1-6 / Women's Sprint Finals - Decider / Women's Omnium Points Race 4/4,CTR09
Paris 2024,Diving,Aquatics Centre,2024-07-27,11:00:00,12:00:00,Women's Synchronised 3m Springboard,DIV01
Paris 2024,Diving,Aquatics Centre,2024-07-29,11:00:00,12:00:00,Men's Synchronised 10m Platform,DIV02
Paris 2024,Diving,Aquatics Centre,2024-07-31,11:00:00,12:00:00,Women's Synchronised 10m Platform,DIV03
Paris 2024,Diving,Aquatics Centre,2024-08-02,11:00:00,12:00:00,Men's Synchronised 3m Springboard,DIV04
Paris 2024,Diving,Aquatics Centre,2024-08-05,10:00:00,12:10:00,Women's 10m Platform Preliminary,DIV05
Paris 2024,Diving,Aquatics Centre,2024-08-05,15:00:00,17:00:00,Women's 10m Platform Semifinal,DIV06
Paris 2024,Diving,Aquatics Centre,2024-08-06,10:00:00,12:00:00,Men's 3m Springboard Preliminary,DIV07
Paris 2024,Diving,Aquatics Centre,2024-08-06,15:00:00,17:00:00,Women's 10m Platform Final,DIV08
Paris 2024,Diving,Aquatics Centre,2024-08-07,10:00:00,12:00:00,Men's 3m Springboard Semifinal,DIV09
Paris 2024,Diving,Aquatics Centre,2024-08-07,15:00:00,17:00:00,Women's 3m Springboard Preliminary,DIV10
Paris 2024,Diving,Aquatics Centre,2024-08-08,10:00:00,12:00:00,Women's 3m Springboard Semifinal,DIV11
Paris 2024,Diving,Aquatics Centre,2024-08-08,15:00:00,17:00:00,Men's 3m Springboard Final,DIV12
Paris 2024,Diving,Aquatics Centre,2024-08-09,10:00:00,12:00:00,Men's 10m Platform Preliminary,DIV13
Paris 2024,Diving,Aquatics Centre,2024-08-09,15:00:00,17:00:00,Women's 3m Springboard Final,DIV14
Paris 2024,Diving,Aquatics Centre,2024-08-10,10:00:00,12:00:00,Men's 10m Platform Semifinal,DIV15
Paris 2024,Diving,Aquatics Centre,2024-08-10,15:00:00,17:00:00,Men's 10m Platform Final,DIV16
Paris 2024,Equestrian,Château de Versailles,2024-07-27,09:30:00,18:30:00,Eventing Dressage team & individual,EQU01
Paris 2024,Equestrian,Château de Versailles,2024-07-28,10:30:00,15:30:00,Eventing Cross Country Team and Individual,EQU02
Paris 2024,Equestrian,Château de Versailles,2024-07-29,11:00:00,16:30:00,Eventing Jumping Team and Individual Final,EQU03
Paris 2024,Equestrian,Château de Versailles,2024-07-30,11:00:00,16:30:00,Dressage Grand Prix Team and Individual Qualifier Day 1,EQU04
Paris 2024,Equestrian,Château de Versailles,2024-07-31,10:00:00,15:30:00,Dressage Grand Prix Team and Individual Qualifier Day 2,EQU05
Paris 2024,Equestrian,Château de Versailles,2024-08-01,11:00:00,14:00:00,Jumping Team Qualifier,EQU06
Paris 2024,Equestrian,Château de Versailles,2024-08-02,14:00:00,16:30:00,Jumping Team Final,EQU07
Paris 2024,Equestrian,Château de Versailles,2024-08-03,10:00:00,16:30:00,Dressage Grand Prix Special team Final,EQU08
Paris 2024,Equestrian,Château de Versailles,2024-08-04,10:00:00,14:00:00,Dressage Grand Prix Freestyle Individual Final,EQU09
Paris 2024,Equestrian,Château de Versailles,2024-08-05,14:00:00,18:00:00,Jumping Individual Qualifier,EQU10
Paris 2024,Equestrian,Château de Versailles,2024-08-06,10:00:00,12:30:00,Jumping Individual Final,EQU11
Paris 2024,Fencing,Grand Palais,2024-07-27,10:00:00,16:40:00,Women's Épée Individual Table of 64 / Men's Sabre Individual Table of 64 / Women's Épée Individual Table of 32 / Men's Sabre Individual Table of 32 / Women's Épée Individual Table of 16 / Men's Sabre Individual Table of 16 / Women's Épée Individual Quarterfinals / Men's Sabre Individual Quarterfinals,FEN01
Paris 2024,Fencing,Grand Palais,2024-07-27,19:00:00,22:50:00,Women's Épée Individual Semifinals / Men's Sabre Individual Semifinals / Women's Épée Individual Bronze Medal / Men's Sabre Individual Bronze Medal / Women's Épée Individual Gold Medal / Men's Sabre Individual Gold Medal,FEN02
Paris 2024,Fencing,Grand Palais,2024-07-28,09:30:00,16:50:00,Women's Foil Individual Table of 64 / Men's Épée Individual Table of 64 / Women's Foil Individual Table of 32 / Men's Épée Individual Table of 32 / Women's Foil Individual Table of 16 / Men's Épée Individual Table of 16 / Women's Foil Individual Quarterfinals / Women's Épée Individual Quarterfinals,FEN03
Paris 2024,Fencing,Grand Palais,2024-07-28,19:00:00,23:10:00,Women's Foil Individual Semifinals / Men's Épée Individual Semifinals / Women's Foil Individual Bronze Medal / Men's Épée Individual Bronze Medal / Women's Foil Individual Gold Medal / Men's Épée Individual Gold Medal,FEN04
Paris 2024,Fencing,Grand Palais,2024-07-29,09:30:00,16:50:00,Women's Sabre Individual Table of 64 / Men's Foil Individual Table of 64 / Women's Sabre Individual Table of 32 / Men's Foil Individual Table of 32 / Women's Sabre Individual Table of 16 / Men's Foil Individual Table of 16 / Women's Sabre Individual Quarterfinals / Men's Foil Individual Quarterfinals,FEN05
Paris 2024,Fencing,Grand Palais,2024-07-29,19:00:00,23:10:00,Women's Sabre Individual Semifinals / Men's Foil Individual Semifinals / Women's Sabre Individual Bronze Medal / Men's Foil Individual Bronze Medal / Women's Sabre Individual Gold Medal / Men's Foil Individual Gold Medal,FEN06
Paris 2024,Fencing,Grand Palais,2024-07-30,12:00:00,17:30:00,"Women's Épée Team Table of 16 / Women's Épée Team Quarterfinals / Women's Épée Team Classifications 5-8 / Women's Épée Team Semifinals / Women's Épée Team Placement 5-6, 7-8",FEN07
Paris 2024,Fencing,Grand Palais,2024-07-30,19:30:00,21:40:00,Women's Épée Team Bronze Medal Match / Women's Épée Team Gold Medal Match,FEN08
Paris 2024,Fencing,Grand Palais,2024-07-31,12:00:00,17:30:00,"Men's Sabre Team Table of 16 / Men's Sabre Team Quarterfinals / Men's Sabre Team Classifications 5-8 / Men's Sabre Team Semifinals / Men's Sabre Team Placement 5-6, 7-8",FEN09
Paris 2024,Fencing,Grand Palais,2024-07-31,19:30:00,21:40:00,Men's Sabre Team Bronze Medal Match / Men's Sabre Team Gold Medal Match,FEN10
Paris 2024,Fencing,Grand Palais,2024-08-01,10:00:00,17:10:00,"Women's Foil Team Table of 16 / Women's Foil Team Quarterfinals / Women's Foil Team Classifications 5-8 / Women's Foil Team Semifinals / Women's Foil Team Placement 5-6, 7-8",FEN11
